id,label,text,image_url,publish_date,image_id
6521,real,Why did ancient people place these small creatures on the roof,,,
6522,fake,Photos of Desheng Overpass Collapse I want to ask Express News,,,
6523,fake,Female college student falls in love with disabled young man online decides in three days he resembles Jay Chou A post-90s female college student Xiao Dan met a boy from Guangzhou online and the two fell in love in less than three days When she went to Guangzhou alone she discovered that the boy had no mobility in his legs Nevertheless Xiao Dan made a shocking decision to drop out of school propose to him and promise to take care of him for life The boy resembles Jay Chou and plays the guitar exceptionally well,,,
6524,fake,Im looking at A female student from Wenzhou committed suicide by jumping off a building yesterday and the reason for the investigation by the Education Bureau is shocking to me Lets share it with you come and see O A female student from Wenzhou committed suicide by jumping off a building yesterday and the reason for the investigation by the Education Bureau is shocking to me,,,
6525,fake,The kindergarten just sent an emergency notice The Maternal and Child Health Hospital reminds please do not give your baby Shuangyiyi or milk drinks with additives Tell friends with children at home Wangzai Milk Coca-Cola Shuangyiyi Wahaha AD Calcium Milk Weilaixing QQ Star Minute Maid Pulpy Milk with Pineapple Flavor All contain botulinum bacteria Now urgently recalling Everyone with children please forward &nbsp&nbsp&nbspThose without children please also kindly forward,,,
6526,fake,Polyandry,,,
6527,real,A China Eastern Airlines flight was forced to make an emergency landing in Malaysia due to a fault another plane has been dispatched to pick up passengers arriving in Beijing early tomorrow morning Early this morning China Eastern Airlines flight MU782 from Bali to Beijing experienced an unexpected aircraft failure and made an emergency landing in Malaysia Passengers reported that oxygen masks on the plane fell off China Eastern Airlines has sent another aircraft to pick up the passengers for their return journey The plane is expected to depart at 1945 local time and arrive in Beijing at 0155 tomorrow morning By Meng Yaxu Reporter for Beijing Youth Daily,,,
6528,real,Exploring the World with Earth MotorcycleLegacy of the Age of Exploration The Age of Exploration is a profoundly significant period in human history which altered the ancient international relations and reshaped the world order of that time The numerous legacies left behind by the Age of Exploration merit our careful examination as many aspects of todays human society can trace their origins back to that era | Legacy of the Age of Exploration,,,
6529,fake,The Maternal and Child Health Hospital reminds you not to give your baby Yummy Milk or milk drinks with additives Tell friends with children that products like Wangzai Milk Coca-Cola Yummy Wahaha AD Calcium Milk Dumex Abbott Minute Maid Pulp Milk with Pineapple Flavor all contain botulinum bacteria They are now being urgently recalled Please share this with those who have children 2 Putian · Xianyou Pedestrian Street,,,
6530,fake,Messages from the senior level of the Armed Police indicate that as of noon on the 15th when the article was submitted the death toll had reached over 1400 with more than 700 missing according to figures obtained from the scene and front-line hospitals Informants note that these figures do not include the number of bodies handled by the chemical defense forces or the deaths recorded at hospitals far from the scene The chemical defense forces avoided the fire and public security police at the scene during the process of handling the bodies Hehe,,,
6531,fake,Tianjin Tanggu Major Explosion Stayed up all night on Twitter the authenticity of these photos is not very clear but the view of the government is already very clear Tianjin Tanggu Major Explosion,,,
6532,real,View the World through Photos Paris Shooting Scene People Embrace on the Street After the Tragedy - Parisians Hugging in the Streets,,,
6533,fake,The first bank in China to declare bankruptcy was Hainan Bank in 1998 Yesterday another bank announced bankruptcy - the Wuhan Branch of China Minsheng Bank has internally declared bankruptcy and the relevant provisions have been issued Messages will be released successively soon Bank customers with deposits of over 500000 will be uniformly compensated with 500000 This news serves as a warning to customers who have always believed in the bank The banking winter has arrived For our hard work O web page link,,,
6534,fake,Starting from January 1 2013 1 Running a red light 6 points deducted fined 100 yuan 2 Drunk driving not allowed to obtain a drivers license within 5 years 3 Not wearing a seat belt 3 points deducted fined 100 yuan 4 Front passenger not wearing a seat belt 1 point deducted fined 50 yuan 5 Making phone calls while driving 3 points deducted fined 100 yuan 6 Smoking while driving 1 point deducted fined 100 yuan 7 Intentionally blocking license plate 12 points deducted maximum penalty 8 Speeding 6 points deducted,,,
6535,fake,Enough,,,
6536,real,Girlfriend tested positive for suspected AIDS but didnt say young man infected after marriage In March of last year a young man from Henan named Xiao Xin and his girlfriend Xiao Ye went to the Maternal and Child Health Care Hospital for pre-marital check-up It was found that Xiao Ye was suspected of being infected with HIV but the hospital only stopped Xiao Ye and did not inform the boyfriend Xiao Xins results were normal After getting married Xiao Xin was infected with AIDS and subsequently sued the hospital and the Center for Disease Control and Prevention This girl is too selfish dont you think,,,
6537,fake,If you have kids at home be careful with the plugs This little girl tragically died due to a phone charger It happened because the adults did not remove the charger plug in time after charging The little girl picked up the other end of the charger to play with and put it in her mouth unfortunately suffering a fatal electric shock Everyone please be cautious Always be careful with charger sockets and make sure to unplug them immediately Never let children touch them Dont let negligence lead to irreversible harm,,,
6538,real,Driver in drunk driving incident rams into police car railing DriverDrunkDrivingDisturbance Police car interior frenzy ramming into guardrails  At 920 last night a driver under the influence of alcohol was stopped near Guangming Bridge Suddenly losing control of emotions in the police car the driver repeatedly rammed his head against the interior guardrails Policemen and auxiliary police quickly used their bodies to block between the driver and the guardrails An auxiliary police officer was repeatedly slammed against the guardrails making loud bangs and the police car violently shook O Sec Video O Driver caught for DUI loses temper furiously headbutts guardrails in police car,,,
6539,fake,Colleagues friend Friends in Suzhou please help spread the word Its my friends friend please help thank you Missing person notice 13836689002 A reward of 1 million yuan for any clues Please help spread the word This morning a boy around 2 years old was abducted near the Sunshine Community The boy can say his name Wang He was taken away by a man in his forties as seen on the surveillance video The parents are desperate Anyone with information please inform them,,,
6540,real,Wang Shi changes tune Vanke Baoneng should not fight internally Wang Shi said today I have great respect for the Chaoshan gang The Special Zone gang Shenzhen gang everyone is contributing to the construction of Shenzhen Baoneng China Resources Vanke are all Shenzhen gang we are one family and should not fight internally Meanwhile Tian Puhong posted two consecutive Weibo posts saying The big drama of rivalry has just begun and Good people must win bad guys must die Wang Shis attitude takes a 180-degree turn Vanke Baoneng China Resources are one family and should not fight internally,,,
6541,real,Growing Up with Friends Legendary figure in the American television industry James Burrows was one of the few who foresaw the future of Friends back in the day Just before the first season aired he said to the head of NBC at the time Let me take these six kids to Las Vegas because this might be their last chance to go unnoticed Growing Up with Friends,,,
6542,real,Female college student sues the Ministry of Education for failure to fulfill its duty of information disclosure Qiubai found that the description of homosexuality in psychology textbooks is summarized as sexual perversion and mental illness whereas in 2001 homosexuality was removed from the list of mental illnesses In March this year Qiubai filed a complaint with the Guangdong Provincial Department of Education and the relevant publisher about the discriminatory expressions of homosexuality in college textbooks to which the Ministry of Education did not respond In the end Qiubai sued the Ministry of Education in court O Qiubais lawsuit,,,
6543,fake,Really So terrifying tears Today the first case of Ebola within China was discovered in Ningbo with a basic mortality rate of 90% It arrived in China ten days earlier than experts estimated time Everyone must remind their children and family members to wash their hands with soap at all times not to eat street food or open-air food and to make sure to cook purchased ready-to-eat food before consumption Remember to take precautions as Ebola is highly likely to become more severe than SARS 2 Suqian · Shuyang County New Jiangnan Community,,,
6544,real,A woman in Chengdu half-naked and wearing only underwear appeared on a pedestrian overpass with a sign looking for her missing daughter carrying twigs on her back drawing a crowd of onlookers The woman surnamed Nie from Guizhou lost her husband in a car accident last year Her daughter was diagnosed with acute leukemia costing over 200000 yuan in treatment expenses and leaving an 80000 yuan debt On the 24th of this month her daughter ran away from home and has not been heard from since O NetEase Pictures,,,
6545,real,Wang Han added as a member of the Central Committee of the China Democratic Promotion Party According to the official website of the China Democratic Promotion Party Central Committee the Fourth Plenary Session of the 13th Central Committee of the China Democratic Promotion Party concluded on the morning of December 6th The meeting decided to add seven people including Wang Han a host of Hunan TV and a member of the Provincial Political Consultative Conference to the Central Committee As a member of the Political Consultative Conference Wang Han has submitted several proposals most of which are about cultural development heritage and protection Webpage link,,,
6546,real,Free skiing in Shennongjia want to join Shennongjia International Ski Resort and Tianyan Ski Resort have recently opened their doors to guests The skiing season will end on March 8th next year where visitors can enjoy snow activities such as single and double skiing snowmobiles and more During this period residents within Hubei Province can enter for free with their ID cards excluding legal holidays If playing in the snow isnt enough you can also visit Shennong Peak and Da Jiuhu to enjoy the snowy scenery Want to join O Shennongjia Winter Ski Season Begins - Hubei Residents Free Entry - Hubei -,,,
6547,fake,A CPPCC member proposes restoring the Qing Dynasty Jin Fuxin a descendant of Emperor Kangxi and a CPPCC member from Guangzhou stated that he plans to travel across China to collect 1 million signatures for a petition to the National Peoples Congress calling for the restoration of the monarchy and the Qing imperial family He also intends to write to more than 20 countries that still maintain monarchies seeking support To showcase his dragon lineage he only chooses yellow for his daily necessities and clothing and eagerly hopes to live in the Forbidden City one day O web link,,,
6548,fake,On June 23 a blind couple in Jiaxing Zhejiang Province were begging and singing in their community for survival when they were hit by a local patrol car Instead of apologizing the police officers dragged the blind man into the car and brutally beat him with five officers attacking one disabled person When someone stood up for justice the police took that person away as well The incident of police in the southern part of Jiaxing city beating a disabled person sparked public outrage and the entire south of the city was surrounded by people blocking the police car Comment Even beating the disabled its truly conscienceless,,,
6549,fake,Pay attention everyone Stop eating from street stalls The Ebola virus has already entered China Well the photo has nothing to do with this I miss you all,,,
6550,real,Mr Zhang who suffered from intestinal obstruction during a Southern Airlines flight had to crawl down the aircraft stairs on his own due to argue among the flight attendants and emergency personnel over who should carry him down Diagnosed with an internal hernia Mr Zhang had 80 centimeters of his small intestine removed Today Southern Airlines visited Mr Zhang to apologize stating that they will learn from this incident CCTV O web link,,,
6551,fake,Did the police station kill someone or was it a sudden death Original text Xiangshan Shipu Police Station in Ningbo City because of gambling crackdown killed someone Is there any justice in the world The murderer ignoring human life like this is there any law Justice cannot tolerate such behavior and the people should be given justice The son of the deceased wanted to get an explanation for his father but was beaten until his face was covered in blood The mother of the deceased was taken into custody and the deceased was forcibly taken to the funeral home without any family members by his side The wound on the head of the deceased kept bleeding Random Snap,,,
6552,fake,Tianjin Tanggu Major Explosionsmilesmile,,,
6553,fake,Under the dual pressure from the Ministry of Industry and Information Technology and the operators Brother Ma ultimately couldnt hold on WeChat will begin to charge fees starting from July 1st The fee standard is 005 RMB per message for text information and 01 RMB per message for voice messages……………………………WeChat actually consumes data and we are definitely not using it for free If WeChat repeats the practice of charging fees after this bad precedent is set then should Weibo start charging as well…………………………………………If you oppose WeChats fee charging please forward this message,,,
6554,fake,The owner of a car wash Mr Pan suffers from depression and became emotional due to his struggling business His neighbors called the police and 11 officers were dispatched to the scene At the time Mr Pan was at home holding his 19-month-old daughter However the police ignored the pleas of Mr Pans wife and the onlookers and proceeded to open fire on Mr Pan and his daughter In the end the poor father and daughter were shot over 300 times and died The police stated that Mr Pan had a history of alcohol abuse and that they were not responsible for the death of the infant O web link,,,
6555,real,What are the skills in Word that make you regret not knowing them earlier via Hacker Master,,,
6556,fake,The Maternal and Child Health Hospital has issued a notice that there is an increasing number of children suffering from leukemia The hospital reminds you not to give your babies Sway Sway or milk drinks with additives Tell friends who have children that Wangzai Milk Coca-Cola Sway Sway Wahaha AD Calcium Milk Weilai Star QQ Star and Minute Maid Pulpy Milk with pineapple flavor all contain botulinum bacteria and are now being urgently recalled Please forward this message to those with children and also kindly share it with others,,,
6557,fake,Missing Person Notice 13940292999 A reward of 100000 for any clues Please help spread the word This morning a girl aged over three was abducted near Jinxiu Garden Community The girl can recite her fathers mobile phone number Surveillance footage shows she was taken away by a man in his forties The family is extremely worried Anyone with information please inform us Many thanks Brothers and sisters who see this message please take note Contact Ning Jichun 13940292999 Webpage link,,,
6558,fake,Could it be 🤔 Urgently looking for a child 🚨 13775515317 Help spread the word Yesterday morning a little girl over three years old was abducted near Jinxiu Garden Community The girl can recite her fathers mobile phone number Surveillance footage shows she was carried away by a man in his forties The family is frantic Anyone with information please inform us Many thanks Brothers and sisters who see this message please take note Contact He Jianren 13775515317,,,
6559,real,The island nations host bought a winter gadget for the cat Feeling of security is overflowing Retweet,,,
6560,fake,1008600 is a scam phone number Your account balance is less than 10 yuan please recharge in time to avoid suspension We welcome you to use the mobile phone bill service in the form of text messages free of charge Please reply with the number 1008600 to send a text message If you reply you will be scammed and your phone will be charged The real mobile customer service number is 10086 and the real China Mobile text message service port is 10086000 three zeros Warm reminder Be sure to read it carefully   Note The translation might not be perfect in conveying the exact nuances of the original text,,,
6561,fake,Help needed urgently to find a child Please share and assist Missing person notice 13940292999 A reward of 100000 for any leads Please help spread the word This morning a girl over three years old was abducted near Jinxiu Garden Community The girl can recite her fathers phone number Surveillance shows she was taken away by a man in his forties The family is desperate Anyone with information please visit the webpage link,,,
6562,real,Why cant the bus lanes be exclusively used Since the establishment of the first bus lane on Yanan Road in 1999 Shanghai has constructed 31 bus lanes spanning 1618 kilometers However during rush hours the problem of non-exclusivity in these lanes persists Bus drivers complain about blockages caused by private vehicles while private vehicle drivers claim that the design is flawed particularly for taxis making roadside parking an issue How can we break this impasse Why cant the bus lanes be exclusively used,,,
6563,fake,The real cause of Leslie Cheungs death will be announced This year April 1st marks the tenth anniversary of Leslie Cheungs passing His friend and former agent Florence Chan will reveal a secret kept for a decade According to media reports Leslie Cheung was murdered and the suspect Zhou Fengguo was arrested in Hong Kongs Mong Kok by the police The Hong Kong police stated that the arrest took only two hours and they had gathered substantial evidence proving that Leslie Cheung was killed by Zhou Fengguo But Feng Blow God,,,
6564,real,Heres a popular movie quote Id like to share Tell them I love what I do and I’m really good at it and I’m dying for something big and beautiful and greater than me and I can live with that Good morning,,,
6565,fake,Tianjin Tanggu Major Explosion I really hope that everyone who pushes Tianjin to the top of the search trends will not let the responsible person escape with the public opinion of the firefighters Dont let the firefighters die in vain Let the person in charge of the accident take responsibility,,,
6566,fake,Qiaqia melon seeds are priced at $199 in the United States buy a box That equals to 124 RMB per box One box contains 18 packs which means 068 RMB per bag In Chinese supermarkets one bag costs 69 RMB That means Qiaqia melon seeds in American supermarkets are one-tenth the price in China Americans earn 10 times the salary of Chinese people but buy products at one-tenth the price A difference of 100 times in the consumption level,,,
6567,fake,SARFT Regulation 2015  1 Starting April the overseas drama delay order will be implemented with overseas TV series broadcast delayed by half a year  2 Celebrities and actors are not allowed to host health programs  3 From 2015 a TV series can be broadcast on a maximum of two satellite TV stations  4 From September to the end of October programs must feature patriotic and anti-fascist themes  5 Strictly crack down on extramarital affairs and one-night stand content  6 Youth campus films can depict puppy love but not allowed to end successfully  7 Animals are not allowed to practice and become spirits after the founding of the state,,,
6568,fake,Looking for a child urgently seeking help for transfer Reward of 100000 for any clues Please help spread the word This morning a three-year-old girl was abducted near Jinxiu Garden Community The girl can recite her fathers phone number Surveillance footage shows she was taken away by a man in his forties The family is desperate Anyone with information please inform us Many thanks Brothers and sisters please take note if you see this message Contact person Ning Jichun 13940292999 Please share if you see this,,,
6569,fake,The female secretary of the East China Sea Xu Yan refused to accompany the County Party Secretary Guan Yongjian to bed and had her uterus ruptured after being beaten In anger Xu Yan exposed Guan Yongjians corruption of 20 million - Changsha Information - Changsha Network - O web page link  Really Fake Dont know,,,
6570,real,Xianyang Shaanxi tricycle driver encounters inspection splashes oil and sets himself on fire no life-threatening after rescue The traffic police asked the male driver to stop his electric tricycle and the driver then took out a beverage bottle poured gasoline on himself and set himself on fire Reporters learned that the driver was violating traffic rules After the police officers extinguished the fire he was sent to Xianyang Central Hospital for emergency treatment Currently his vital signs are stable and the police have collected relevant items for investigation O Xianyang Shaanxi tricycle driver encounters inspection splashes oil and sets himself on fire no life-threatening after rescue,,,
6571,fake,Please make sure not to go to the cinema on May 13th Lets work together for a zero box office for The Ring The Chinese film The Flowers of War had a zero box office in Japan The Japanese film The Ring 3D will be released in mainland China on May 12th May 12th is also the Memorial Day of the Nanjing Massacre Lets spread the word The Japanese say Chinese people are garbage and not united Today Tencent and the Japanese are betting that it will be forwarded more than two million times in two weeks,,,
6572,real,TumuMotorViewsTheWorldWhy are imported drugs so slow to arrive Its a quite serious health issue that patients in China cant access the latest drugs from abroad I wrote an in-depth report analyzing the reasons in Sanlian Life Magazine before and today Im trying to clarify the matter with a 5000-word article | Why are imported drugs so slow,,,
6573,real,Photos of 77 popular celebrities then and now if only youth had a timeless face by Internet,,,
6574,fake,The Maternal and Child Health Hospital reminds you please do not give your baby to drink Shuangyiyi and milk drinks with additives and tell friends who have children at home Just watched the news Wangzai Milk Coca-Cola Shuangyiyi Wahaha AD Calcium Milk Dumex Abbott Minute Maid Pulp Milk with Pineapple Flavor All contain botulinum bacteria Now an emergency recall Parents and friends if you love your children dont let them drink it,,,
6575,fake,The Maternal and Child Health Hospital reminds you please do not give your baby to drink Shuangyiyi and milk drinks with additives Tell friends who have children at home Wangzai Milk Coca-Cola Shuangyiyi Wahaha AD Calcium Milk Dumex Abbott Minute Maid Pulp Milk with Pineapple Flavor They all contain botulinum bacteria Now an emergency recall is in effect Although none of my children drink these pass it on anyway O web link,,,
6576,real,A man in Chengdu ignores advice and parks randomly shouts at traffic police to take off clothes On December 22 a man driving an unaudited BMW sedan randomly parked on the street The traffic police advised him twice but each time he drove back to the original spot after circling around He also claimed Do you believe I can make you take off your clothes When the police attempted to take him away several of his relatives and friends obstructed law enforcement and a woman even slapped an auxiliary police officer in the chaos BMW man ignores advice parks randomly and shouts at police,,,
6577,fake,Rotate it everyone a girl named Xu Jing 21 years old Please return to Yaan Shuicheng County Hospital as soon as possible Her mother is severely injured and wants to see her one last time Fathers number 15193383486 A relay of love good people have good rewards I am at 2 Kangzhuang South Road,,,
6578,fake,The Maternal and Child Health Hospital reminds you not to give your baby drinks like Shuangyiyi and milk beverages with additives Tell friends who have kids at home that Wangzai Milk Coca-Cola Shuangyiyi Wahaha AD Calcium Milk Dumex Abbott Minute Maid Pulp Milk with Pineapple Flavor all contain botulinum bacteria They are now being urgently recalled Everyone with children please forward this message,,,
6579,real,Daily Beauty Mountain Living,,,
6580,fake,Today is the release of the movie The Ring produced by Japan in our countrys theaters We call on all theaters and all Chinese people to boycott the movie and Japanese goods For the Diaoyu Islands for September 18th for our territory please forward this message Xingguang Rescue - Kuang Ji Love Blue Angel Love Sports Dao Zhang Alan Liu Jianwei Buffett SMS Clumsy Woman 99s Nest Finance Network Long March - Hao cicely311705 CNCC-Lily Jing Dian - Xiangwu Danzeng Yongcuo Punk Girl,,,
6581,fake,The police station chief forces a girl to take drugs and then gang rapes her The brother of the oilfield police station chief in Panjin along with hoodlums failed to extort money and forced 24-year-old Li Hongna to take drugs and committed gang rape Li Hongna reported the case to the Zhenxing Police Station but Officer Yuan Qing ignored it and Officer with badge number 902008 threatened Sue who Who can you sue Do you want to die The girls father was so angry that he spit blood and died Phone 15242778071 Zijin Wutong O web link,,,
6582,real,My long hair is kept for you loose strands await your binding Holding hands I speak with you growing old together with you Ancient Chinese Style,,,
6583,real,College student finds a bunch of keys in takeout innocent roommate gets beaten by deliveryman On the night of the 21st Han Zhi a sophomore at a university in Wuhan found a bunch of keys in his takeout After an argument with the deliveryman the latter brought over a dozen people to burst into the dormitory Finding Han Zhi not present they actually punched and kicked his two roommates resulting in one person being severely injured and hospitalized The deliveryman involved has been arrested Netizens Can we still happily order takeout Oh my A college student ordered takeout and found a bunch of keys Can we still eat takeout in peace - Hubei - Chutian,,,
6584,fake,In Shenzhen Dongmen my friend captured it another incident happened,,,
6585,fake,The disaster film The Knowing the action film The Rock the violent film Face/Off the spectacle film Next the war film Windtalkers the emotional film Ghost Rider the romantic film City of Angels the classic film National Treasure the thriller World Trade Center the mystery film 8MM all have become memories Just now the news Idol Nicolas Cage died in a skiing accident on January 17th in the US his life was cut short at 49,,,
6586,real,Thousands run for AIDS prevention mens champion sets personal best record On the 29th the 2015 Sichuan Anti-AIDS and Anti-Drug Abuse·Maintaining Health Public Welfare Mini Marathon started in Sandaoyan Pixian Chengdu Li Bo competitor No 475 finished in 33 minutes and 3 seconds winning the mens championship with runner-up He Yongqi just 4 seconds behind Shi Wenjun took the womens title PublicWelfareMiniMarathon Participants can check their results by following Palm Doctor The Anti-AIDS and Anti-Drug Abuse·Maintaining Health Public Welfare Mini Marathon kicked off in Pixian Sandaoyan on the 29th,,,
6587,real,Young man jumps into river to commit suicide parents cant afford recovery fee body left in river On November 30 a man named Deng from Panzhihua Sichuan jumped into the river to kill himself On December 3 his body was found His parents went to identify the body but the fishermen demanded 18000 yuan for the recovery fee After negotiation the price was reduced to 8000 yuan The Deng family couldnt afford it and had to leave the body in the river On December 6 with the coordination of the police both parties agreed on a price of 5400 yuan and the body was retrieved from the river,,,
6588,real,A few simple strokes to teach you how to write good calligraphy Gain knowledge with Teacher Nie,,,
6589,fake,She once in the flower of youth could have enjoyed life under the moonlight but she took on the heavy responsibility of fighting corruption bearing a burden no weak woman should bear In 12 months she went through the whole process of going to bed filming and catching adultery with six people including Lei Zhengfu Peng Zhiyong Secretary of the Party Committee of Jiulongpo District Fan Mingwen Secretary of the Party Committee of Bishan County Luo Guang Chairman of Southwest Securities Han Shuming District Governor of Changshou and Su Zhiguang Deputy General Manager of Chongqing Urban Investment She is Zhao Hongxia who wrote a classic chapter in the fight against corruption,,,
6590,fake,Shenzhen today commemorates the anti-Japanese efforts occurring in Futian District from Huaqiang North to Citic Municipal Committee   Note The translation is literal and may not capture the full context or nuances of the original text,,,
6591,real,Vietnamese Naval Commander Leads Strongest Warships to Chinas Nanzi Island Nanzi Island has historically been part of Chinas territory In 1955 Vietnam illegally seized the island According to Vietnamese media reports on November 30 a Vietnamese naval contingent led by Deputy Chief of Naval Staff Ruan Wenjian arrived at Chinas Nanzi Island in the South China Sea to visit the stationed troops The two warships that the Vietnamese military deployed to Nanzi Island are among the strongest surface combat vessels in its navy  Video Vietnamese naval commander leads strongest warships to Chinas Nanzi Island,,,
6592,real,Evening Sharing 38 years ago scientists used these 116 photos to explain all of human civilization to extraterrestrial beings British Affairs,,,
6593,real,The doctor carrying a transplanted lung arrived late and was refused a boarding pass with only 15 minutes left before takeoff Chen Jingyu the deputy president of Wuxi Peoples Hospital posted on Weibo yesterday that the donated lung was obtained in Guangxi at 3 am and the original plan was to fly from Guangzhou to Wuxi on a Southern Airlines flight at 820 am Due to traffic congestion he arrived at the airport at 805 am Although he had informed in advance Southern Airlines refused to let him board the plane claiming they were unprepared Chen said Most domestic transplanted lung sources are wasted on the road As Chinas first person in lung transplant surgery Chen also pointed out an undeniable reality In the first half of this year there were at least about 300 lung donations but only 60 lung transplants were performed many were wasted on the road,,,
6594,real,Recently a customer in Chengdu found small caterpillars in his dish while eating at a restaurant causing him to rush to the restroom and vomit repeatedly Suspecting them to be maggots the customer later sought compensation from the restaurant but the staff only agreed to replace the dish claiming they might just be vegetable bugs and even if they were maggots consuming them would not cause any harm Currently the Chengdu Food and Drug Administration has taken up the case Customer finds caterpillar in restaurant meal and vomits waiter says even if theyre maggots theyre harmless,,,
6595,real,Whats wrong with this world Why has the mass media given her so much space to speak Her defense during the CCTV interview was even more logically confused Why didnt the media interview the netizens who pointed out the uncivil behavior at the time Nor have we seen such extensive and dense interviews with these people In the end can only congratulate the Chicken Claw Woman on her successful path following the footsteps of Sister Lotus and Sister Feng,,,
6596,fake,The Sichuan Jinsha River Bridge has collapsed What is most heartbreaking for the officials is that the bridge was so disappointing collapsing when there were no cars on it How could this be In the past bridge collapses were always caused by vehicles and its absolutely true that vehicles were the cause There was no problem with the quality of the bridge This time no cars Damn what a mess its so hard for the experts what to do Is it Earths gravity or differential moisture Or should we tell the people that the bridge believed in the doomsday rumors and committed suicide,,,
6597,real,Exploring | Getting Close to the Guard of Honor for the Flag-Raising Ceremony Journalists recently visited an armed police training base near Beijing to see the guard of honor for the flag-raising ceremony at the commemorative meeting for the victory of the Anti-Japanese War The guard of honor consists of 200 members including 196 in the flag guard formation and 4 in the flag-raising team all dressed in new-style armed police uniforms for flag ceremonies and wearing riding boots The average height of the officers and soldiers in the guard of honor is 185 meters and the average age is 22 years old O web link,,,
6598,fake,A netizen reported that during a CCTV Focus Interview program featuring an interview with a civil affairs department leader about the fraud in the Backbone of the Republic selection event the leaders wrist was blurred with a mosaic Can it be any more shameless,,,
6599,fake,Our school requires childrens clothing new or used The Tibetan region of Sichuan is also the highest altitude area in the world We are inquiring if there are any used clothes and shoes for children aged 4 to 10 available They just need to be cleaned As there is a shortage of clothes for children and few donors children of this age group are lacking in clothing Address Changsha Gonma Township Primary School West District Shiqu County Ganzi Tibetan Autonomous Prefecture Postal Code 627350 Principal Dawa 18923491809,,,
6600,fake,Dear patrons come out and see the waterfall Does Huangguoshu dare to claim itself as the widest and longest anymore,,,
6601,fake,The Maternal and Child Health Hospital reminds you not to give your baby Shuangyiyi or milk drinks with additives Tell friends with children at home - I just saw the news Wangzai Milk Coca-Cola Shuangyiyi Wahaha AD Calcium Milk Dumex Abbott Minute Maid Pulp Milk with Pineapple Flavor all contain botulinum bacteria They are now being urgently recalled This must be shared,,,
6602,fake,On the late night of September 24 2006 Yang Jia from Tonghua the butcher Shi Yuejun holding a pig-killing knife kicked open the door of Wang Yuliangs home the deputy head of the Ermi Township Animal Husbandry Station in Tonghua County After a massacre the entire family of four including Deputy Head Wang Yuliang was slaughtered Within five days he killed seven officials and injured six Shi Yuejuns meat stall was frequently fined with various names and taxes yet never given an explanation Shi Yuejun picked up the pig-killing knife to fight for an explanation,,,
6603,real,Playing in Chengdu Bursting with laughter interviewing Southerners on the streets of Beijing about their feelings when seeing snow All the responses are highly entertaining via Collection of Creative Advertisements,,,
6604,fake,New Version of The Prince and the Pauper Xiao Ying a senior science student from Hengyang No 4 High School in Hunan received a text message showing a score of 695 after this years college entrance exam The same score was confirmed by the head teacher in a phone call that night However the next day the online score was only 229 Upon applying for a score review the Education Bureau required a proof from the school but the school principal was unavailable claiming to be on a business trip Xiao from a farming family suspects that her scores were switched Webpage link,,,
6605,real,Epoch Visit Issue 76 Chen Danqing In China you dont need those above to kill you your peers will do it Mu Xin was right before us yet no one esteemed him which is very abnormal a sign of insecurity and such behavior stems from a lack of culture Nowadays not only old men but also young people when they come out will either curse you or laugh at you If you perform well they will silently suffocate you Therefore now you dont need those above to kill you your peers will do it Chen Danqing on Mu Xin,,,
6606,real,Shijingshan District Explosion An explosion occurred in a residential building in the Yongle West Community of Shijingshan District igniting nearby vehicles Around 630 pm there was a huge explosion Several residents of the Yongle West Community in Shijingshan posted on Weibo that an explosion happened in one of the residential buildings Witnesses told reporters that there was a noticeable vibration at the roadside and they also saw a car burning not far away Two injured individuals have been sent to the hospital An explosion occurred in a residential building in the Yongle West Community of Shijingshan District,,,
6607,fake,Foreign Toxic Food AQSIQs Blacklist of Imported Substandard Foods Norwegian Atlantic salmon was detected with Vibrio parahaemolyticus and destroyed Lotte brand chocolate beads imported from South Korea and Oushang 85% dark chocolate imported from Germany were both found to have excessive copper and were either returned or destroyed Cookies biscuits produced by Danishqi New Blue Can Co Ltd had excessive coliform bacteria and were destroyed Beijing Evening News What else can we eat Food lovers take note,,,
6608,real,Henan girl harassed dares not call police uncle shouts for help to catch the perpetrator On the night of January 10th on the B1 bus in Zhengzhou Henan an uncle saw a man harassment two women one after another Unable to bear it any longer he grabbed the mans hand and shouted Pervert However the harassed girl terrified said she didnt dare to call the police for fear of retaliation and wanted to get off the bus in advance Afterward the man was controlled by the police who arrived at the scene,,,
6609,real,Dongtai Peak still wrapped in furs in midsummer The sky dons a rosy garment to greet the sunrise while peaks rise above the sea of clouds like floating boats filling the land with morning vigor Good morning   - Reported by Chen Xingwang from Dongtai Wutai Mountain Shanxi | O Live | Shanxi Wutai Mountain the pinnacle of Chinas Buddhist mountains where Buddhas light reflects on the cloud sea and morning glow accompanies the sunrise,,,
6610,fake,WiFi Kills Sperm Silently Sperm DNA Severely Damaged Scientific Research Semen samples collected from healthy men were placed next to a computer receiving WiFi for 4 hours and it was found that the semen had cooked with some even showing DNA damage The electromagnetic radiation emitted during wireless internet use is the culprit of sperm-killing Men take note Cherish life stay away from WiFi,,,
